Fri May 13 01:25:00 2022    rainbow.prof

         261175591 function calls (251697514 primitive calls) in 1047.331 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 core.py:4631(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:1372(RadioButtons)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 tritools.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _base.py:1003(get_position)
        1    0.000    0.000    0.000    0.000 _base.py:3803(set_ylabel)
        1    0.000    0.000    0.000    0.000 __init__.py:2501(Grid)
        1    0.000    0.000    0.000    0.000 __init__.py:3296(Menu)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:923(ImageFileDirectory_v1)
       10    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        9    0.000    0.000    0.000    0.000 _methods.py:60(_all)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        2    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        1    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
        1    0.000    0.000    0.000    0.000 sort.py:1(<module>)
        1    0.000    0.000    0.000    0.000 winterm.py:24(__init__)
       30    0.000    0.000    0.000    0.000 version.py:393(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 __init__.py:129(CallbackRegistry)
       16    0.000    0.000    0.000    0.000 ticker.py:559(set_useMathText)
        2    0.000    0.000    0.000    0.000 transforms.py:1408(contains_branch_seperately)
        7    0.000    0.000    0.000    0.000 core.py:3330(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3390(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:18(TextToPath)
        1    0.000    0.000    0.000    0.000 patches.py:3939(set_boxstyle)
        2    0.000    0.000    0.000    0.000 patches.py:4111(set_bounds)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
        4    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 abc.py:354(Traversable)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        5    0.000    0.000    0.000    0.000 core.py:5589(token_map)
        1    0.000    0.000    0.000    0.000 cycler.py:104(Cycler)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1056(TimerBase)
        1    0.000    0.000    0.000    0.000 patches.py:2125(_Style)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:121(__init__)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 axis.py:31(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:2009(XAxis)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:10(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 gridspec.py:227(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.pyqtSlot}
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1246(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:406(_GzipReader)
       20    0.000    0.000    0.000    0.000 core.py:3559(recurse)
       24    0.000    0.000    0.000    0.000 lines.py:871(get_drawstyle)
       24    0.000    0.000    0.000    0.000 dviread.py:127(_dispatch)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1132(Char)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 geo.py:14(GeoAxes)
        1    0.000    0.000    0.000    0.000 backend_agg.py:109(_update_methods)
        1    0.000    0.000    0.000    0.000 sprite.py:1038(LayeredDirty)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:1779(AppendingTiffWriter)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        7    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:836(values)
        1    0.000    0.000    0.007    0.007 __init__.py:32(__enter__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1062(resolve)
        3    0.000    0.000    0.000    0.000 subprocess.py:1327(_make_inheritable)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
        2    0.000    0.000    0.000    0.000 _environment.py:278(_can_attempt_preload)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:20(Queue)
        1    0.000    0.000    0.000    0.000 std.py:78(TqdmDefaultWriteLock)
        8    0.000    0.000    0.000    0.000 transforms.py:263(__array__)
        1    0.000    0.000    0.000    0.000 font_manager.py:1028(FontManager)
        4    0.000    0.000    0.000    0.000 offsetbox.py:180(<listcomp>)
        4    0.000    0.000    0.000    0.000 axis.py:1868(<listcomp>)
        1    0.000    0.000    0.000    0.000 art3d.py:504(Path3DCollection)
        1    0.000    0.000    0.000    0.000 ttk.py:1175(Treeview)
        2    0.000    0.000    0.000    0.000 {built-in method resize}
        1    0.000    0.000    0.000    0.000 {built-in method cupy.cuda.memory.set_allocator}
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
       10    0.000    0.000    0.000    0.000 re.py:269(escape)
       11    0.000    0.000    0.000    0.000 dataclasses.py:504(_init_param)
        2    0.000    0.000    0.000    0.000 __init__.py:441(__getattr__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1283(exists)
        1    0.000    0.000    0.006    0.006 platform.py:577(_node)
        1    0.000    0.000    0.000    0.000 threading.py:582(wait)
        4    0.000    0.000    0.000    0.000 zipfile.py:1395(namelist)
        1    0.000    0.000    0.000    0.000 correlation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 std.py:1300(fp_write)
        2    0.000    0.000    0.000    0.000 rcsetup.py:289(_validate_color_or_linecolor)
        2    0.000    0.000    0.000    0.000 transforms.py:2166(__eq__)
        3    0.000    0.000    0.000    0.000 artist.py:1076(set_label)
        1    0.000    0.000    0.000    0.000 backend_tools.py:28(Cursors)
        4    0.000    0.000    0.000    0.000 patches.py:735(get_path)
        1    0.000    0.000    0.000    0.000 patches.py:4499(ConnectionPatch)
       16    0.000    0.000    0.000    0.000 text.py:218(_get_multialignment)
        1    0.000    0.000    0.000    0.000 legend.py:801(<listcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:185(OffsetBox)
        1    0.000    0.000    0.000    0.000 gridspec.py:569(_from_subplot_args)
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
        4    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        8    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_3d)
        1    0.000    0.000    0.000    0.000 tempfile.py:778(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rational.py:1(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:259(_validate_toolbar)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1161(LockableBbox)
        2    0.000    0.000    0.000    0.000 transforms.py:1389(contains_branch)
        4    0.000    0.000    0.000    0.000 transforms.py:2402(_iter_break_from_left_to_right)
        1    0.000    0.000    0.000    0.000 core.py:4236(ParseElementEnhance)
       32    0.000    0.000    0.000    0.000 backend_bases.py:639(flipy)
        8    0.000    0.000    0.000    0.000 patches.py:318(set_antialiased)
        1    0.000    0.000    0.000    0.000 patches.py:1225(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1479(Ellipse)
       12    0.000    0.000    0.000    0.000 patches.py:2175(<genexpr>)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
       25    0.000    0.000    0.000    0.000 dataclasses.py:426(<genexpr>)
       32    0.000    0.000    0.000    0.000 inspect.py:3001(return_annotation)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:192(compile_pattern)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.028    0.028 _environment.py:402(_detect_duplicate_installation)
        1    0.000    0.000    0.000    0.000 tempfile.py:149(__next__)
        1    0.000    0.000    0.000    0.000 argparse.py:154(HelpFormatter)
        1    0.000    0.000    0.000    0.000 proactor_events.py:621(BaseProactorEventLoop)
        1    0.000    0.000    0.000    0.000 std.py:133(Bar)
       30    0.000    0.000    0.000    0.000 ticker.py:265(_set_locator)
        1    0.000    0.000    0.000    0.000 ticker.py:2586(LogitLocator)
        2    0.000    0.000    0.000    0.000 textpath.py:24(__init__)
        4    0.000    0.000    0.001    0.000 spines.py:219(clear)
        1    0.000    0.000    0.000    0.000 figure.py:1935(SubFigure)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:1735(set_box_aspect)
        2    0.000    0.000    0.001    0.000 linecache.py:36(getlines)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        3    0.000    0.000    0.000    0.000 threading.py:538(__init__)
        1    0.000    0.000    0.000    0.000 _fusion_optimization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:16(csc_matrix)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
       15    0.000    0.000    0.000    0.000 ssl.py:995(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 sslproto.py:283(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 windows_events.py:405(IocpProactor)
        1    0.000    0.000    0.000    0.000 rearrange.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:524(get_data_path)
        6    0.000    0.000    0.000    0.000 __init__.py:619(empty)
        1    0.000    0.000    0.000    0.000 core.py:3288(__init__)
       26    0.000    0.000    0.000    0.000 core.py:4002(<genexpr>)
        1    0.000    0.000    0.090    0.090 pyplot.py:955(savefig)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
        1    0.000    0.000    0.000    0.000 collections.py:1521(EventCollection)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3463(_Backend)
       12    0.000    0.000    0.000    0.000 offsetbox.py:438(<listcomp>)
        2    0.000    0.000    0.000    0.000 legend_handler.py:76(update_prop)
        3    0.000    0.000    0.000    0.000 {built-in method pygame.base.get_sdl_version}
       15    0.000    0.000    0.000    0.000 platform.py:943(machine)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 index_tricks.py:307(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 __init__.py:55(__getattr__)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 argparse.py:1667(ArgumentParser)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        2    0.000    0.000    0.000    0.000 winterm.py:39(set_attrs)
        6    0.000    0.000    0.000    0.000 __init__.py:623(clear)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
       32    0.000    0.000    0.000    0.000 artist.py:590(get_url)
       24    0.000    0.000    0.000    0.000 markers.py:282(get_joinstyle)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1715(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:43(ToolBase)
        1    0.000    0.000    0.005    0.005 font_manager.py:1010(json_load)
        1    0.000    0.000    0.000    0.000 figure.py:2750(clf)
        4    0.000    0.000    0.000    0.000 legend_handler.py:187(__init__)
        1    0.000    0.000    0.000    0.000 art3d.py:408(Patch3DCollection)
        4    0.000    0.000    0.000    0.000 {built-in method cupy._core._dtype.get_dtype}
        7    0.000    0.000    0.000    0.000 _collections_abc.py:381(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:437(LibraryLoader)
        2    0.000    0.000    0.000    0.000 pathlib.py:398(select_from)
        1    0.000    0.000    0.000    0.000 numeric.py:2130(identity)
        1    0.000    0.000    0.000    0.000 __init__.py:59(Sectioned)
